Sample_ref,SurveyPeriod,Institute_H,Oocyte_stage_H,Hydration_state,Egg_stage_H,POF_H,Spent_H,Massive_atr_H,Early_alpha_H,Discard_H,Comment_H,Fecundity_H,Spawn_marker_H,Spawning_H,Spawn_atretic_H,Batch_fec_H,Age,CalendarDay,Country,FishLength,FishWeight,Maturity Walsh,Maturity WKMATCH 2012 revised,OvaryWeight,SamplingApproach,StartLatitude,StartLongitude
M237,4,WMR,4,0,0,1,0,0,0,0,old atresia,no,yes,yes,no,no,7,114,ES,36.3,405,3,Bb,27.8,R,43.39,-9.04
M238,4,AZTI,5,3,1,1,0,0,0,0,POF1,no,yes,yes,no,no,8,114,ES,36.5,408,3,Bb,26.7,R,43.39,-9.04
M239,4,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,11,114,ES,38,432,3,Bb,34.5,R,43.39,-9.04
M240,4,DTU,4,0,2,1,0,0,0,0,Late atresia,no,yes,yes,no,no,9,114,ES,38.5,462,3,Bb,42.1,R,43.39,-9.04
M241,4,IMR,1,0,0,0,1,0,0,0,White holes in the tissue,no,no,no,no,no,4,114,ES,35.5,344,6,Da,3.8,R,43.39,-9.04
M242,4,WMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,7,114,ES,38.5,455,4,Ca,34.2,R,43.39,-9.04
M243,4,AZTI,5,3,0,1,0,0,0,0,POF6,no,yes,yes,no,yes,,114,ES,39.8,478,4,Ca,41.2,R,43.39,-9.04
M244,4,IEO,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,8,114,ES,39,474,4,Ca,51.2,R,43.39,-9.04
M245,4,DTU,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,114,ES,39.8,463,3,Bb,27.4,R,43.39,-9.04
M246,4,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,8,114,ES,39.7,465,4,Ca,46.1,R,43.39,-9.04
M247,4,WMR,5,3,0,0,0,0,0,0,,no,yes,yes,no,yes,11,114,ES,40,481,4,Ca,42.1,R,43.39,-9.04
M248,4,AZTI,4,0,2,0,0,0,0,0,,no,yes,yes,no,no,8,114,ES,38.3,411,3,Bb,33.9,R,43.39,-9.04
M249,4,IEO,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,9,114,ES,40.1,468,4,Ca,35.6,R,43.39,-9.04
M250,4,DTU,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,7,114,ES,38,454,3,Bb,40.9,R,43.39,-9.04
M251,4,IMR,2,0,0,0,0,0,0,0,,no,no,no,no,no,3,114,ES,30.2,197,5,Cb,1.5,R,43.39,-9.04
M252,4,WMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,9,114,ES,39.2,492,4,Ca,41,R,43.39,-9.04
M253,4,AZTI,5,3,1,1,0,0,0,0,POF5,no,yes,yes,no,no,13,114,ES,40,499,4,Ca,37.4,R,43.39,-9.04
M254,4,IEO,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,,114,ES,38.1,444,4,Ca,42.8,R,43.39,-9.04
M255,4,DTU,5,1,2,1,0,0,0,0,,no,yes,yes,no,no,,114,ES,41.7,566,3,Bb,41.1,R,43.39,-9.04
M256,4,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,8,114,ES,40.5,606,4,Ca,64.6,R,43.39,-9.04
M257,4,WMR,4,0,0,1,0,0,0,0,old atresia,no,yes,yes,no,no,10,114,ES,41,522,3,Bb,35.6,R,43.39,-9.04
M258,4,AZTI,4,0,0,0,0,0,0,0,,yes,no,no,no,no,8,114,ES,38.7,443,3,Bb,23.5,R,43.39,-9.04
M259,4,IEO,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,9,114,ES,41.6,542,4,Ca,60.8,R,43.39,-9.04
M260,4,DTU,2,0,0,0,1,0,0,0,Big white areas in the lamellae. Spawning ended,no,no,no,no,no,3,114,ES,32,233,5,Cb,3.3,R,43.39,-9.04
M261,4,IMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,7,114,ES,38.5,430,3,Bb,36.4,R,43.39,-9.04
M262,4,WMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,6,114,ES,37.3,387,3,Bb,27.6,R,43.39,-9.04
M263,4,AZTI,5,3,1,1,0,0,0,0,POF1,no,yes,yes,no,no,3,114,ES,34.2,296,5,Cb,10.6,R,43.39,-9.04
M264,4,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,7,114,ES,37.9,436,3,Bb,32.2,R,43.39,-9.04
M265,4,DTU,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,8,114,ES,39.5,492,3,Bb,35.6,R,43.39,-9.04
M266,4,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,10,114,ES,38.5,447,4,Ca,25.6,R,43.39,-9.04
M267,4,WMR,4,0,0,0,0,0,0,0,POF?,yes,no,no,no,no,8,114,ES,39.6,445,3,Bb,30.9,R,43.39,-9.04
M268,4,AZTI,4,0,2,1,0,0,0,0,POF3,no,yes,yes,no,no,12,114,ES,39.5,432,4,Ca,53.1,R,43.39,-9.04
M269,4,IEO,4,0,0,1,0,0,1,0,A lot of atresia.,no,yes,yes,yes,no,8,114,ES,38.3,395,5,Cb,23.7,R,43.39,-9.04
M270,4,DTU,4,0,2,1,0,0,0,0,,no,yes,yes,no,no,6,114,ES,38.7,421,3,Bb,26.6,R,43.39,-9.04
M271,4,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,8,114,ES,35.5,352,3,Bb,38.3,R,43.39,-9.04
M272,4,WMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,5,114,ES,38.2,440,4,Ca,63,R,43.39,-9.04
M273,4,AZTI,3,0,0,1,0,0,0,0,POF6,no,yes,yes,no,no,4,114,ES,36.2,348,5,Cb,6.7,R,43.39,-9.04
M274,4,IEO,4,0,0,1,0,0,0,0,A lot of beta atresia.,no,yes,yes,no,no,10,117,ES,39.8,434.0,5,Cb,20.8,R,43.43,-4.69
M275,4,DTU,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,7,117,ES,39.7,431,5,Cb,31.6,R,43.43,-4.69
M277,4,WMR,2,0,0,0,0,1,0,0,,no,no,no,no,no,9,117,ES,40.3,463,5,Cb,8.1,R,43.43,-4.69
M278,4,AZTI,5,1,0,1,0,0,0,0,POF2,no,yes,yes,no,no,8,117,ES,38.7,423,5,Cb,37.1,R,43.43,-4.69
M279,4,IEO,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,6,117,ES,38.2,372.0,5,Cb,20.9,R,43.43,-4.69
M280,4,DTU,4,0,1,1,0,0,0,0,Late atresia,no,yes,yes,no,no,10,117,ES,39.8,456,4,Ca,37.2,R,43.43,-4.69
M281,4,IMR,5,1,0,0,0,0,0,0,,no,yes,yes,no,no,8,117,ES,38.1,395,5,Cb,37.4,R,43.43,-4.69
M282,4,WMR,3,0,0,0,0,0,1,0,,yes,no,no,no,no,6,117,ES,38.8,430,5,Cb,13.4,R,43.43,-4.69
M283,4,AZTI,4,0,0,1,0,0,0,0,POF7,no,yes,yes,no,no,9,117,ES,38.4,411,5,Cb,34,R,43.43,-4.69
M284,4,IEO,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,10,117,ES,40.8,491,4,Ca,38.3,R,43.43,-4.69
M285,4,DTU,5,1,2,1,0,0,0,0,,no,yes,yes,no,no,12,117,ES,41.8,476,5,Cb,32.9,R,43.43,-4.69
M286,4,IMR,5,2,1,1,0,0,0,0,,no,yes,yes,no,no,6,117,ES,36.9,364,4,Ca,28.8,R,43.43,-4.69
M287,4,WMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,10,117,ES,38.7,442,4,Ca,41.2,R,43.43,-4.69
M288,4,AZTI,5,2,0,0,0,0,0,0,POF,no,yes,yes,no,yes,8,117,ES,39.8,463,4,Ca,48.7,R,43.43,-4.69
M289,4,IEO,2,0,0,0,1,0,0,0,,no,no,no,no,no,,117,ES,30.7,219,6,Da,2.6,R,43.43,-4.69
M290,4,DTU,5,3,0,0,0,0,0,0,,no,yes,yes,no,yes,,117,ES,40.7,461,4,Ca,37.8,R,43.43,-4.69
M291,4,IMR,5,1,1,1,0,0,0,0,,no,yes,yes,no,no,9,117,ES,38.3,390,5,Cb,26,R,43.43,-4.69
M292,4,WMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,11,117,ES,39.3,447,4,Ca,37.2,R,43.43,-4.69
M293,4,AZTI,5,1,0,1,0,0,0,0,POF2,no,yes,yes,no,no,8,117,ES,36.7,336,5,Cb,19.5,R,43.43,-4.69
M294,4,IEO,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,8,117,ES,39.2,462,4,Ca,39.1,R,43.43,-4.69
M295,4,DTU,4,0,0,0,0,0,0,0,,yes,no,no,no,no,6,117,ES,38,380,5,Cb,21.4,R,43.43,-4.69
M296,4,IMR,3,0,0,1,0,0,0,0,,no,yes,yes,no,no,7,117,ES,38.9,399,5,Cb,14.9,R,43.43,-4.69
M297,4,WMR,5,1,0,1,0,0,0,0,"Few oocytes on slide, old atresia",no,yes,yes,no,no,6,117,ES,38.6,403,5,Cb,32.9,R,43.43,-4.69
M298,4,AZTI,5,2,0,1,0,0,0,0,POF6,no,yes,yes,no,yes,7,117,ES,39.3,447,4,Ca,46.4,R,43.43,-4.69
M299,4,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,9,117,ES,38.3,419,5,Cb,39.4,R,43.43,-4.69
M300,4,DTU,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,7,117,ES,40.6,496,5,Cb,47.3,R,43.43,-4.69
M301,4,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,9,117,ES,40.2,469,5,Cb,37.9,R,43.43,-4.69
M302,4,WMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,9,117,ES,37.8,379,4,Ca,40,R,43.43,-4.69
M303,4,AZTI,5,1,0,1,0,0,0,0,POF3,no,yes,yes,no,no,7,117,ES,38.8,429,5,Cb,39,R,43.43,-4.69
M304,4,IEO,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,7,117,ES,38,381,4,Ca,23.6,R,43.43,-4.69
M305,4,DTU,5,2,1,0,0,0,0,0,Abnorm? Atretic egg? No POFs. Preservation problem,no,yes,yes,no,no,,117,ES,40.8,525,4,Ca,61.5,R,43.43,-4.69
M307,4,WMR,,,,,,,,1,bad quality slide,no,no,no,no,no,8,117,ES,39,413,4,Ca,21.3,R,43.43,-4.69
M308,4,AZTI,5,3,1,1,0,0,0,0,POF5,no,yes,yes,no,no,7,117,ES,37.7,381,4,Ca,36.1,R,43.43,-4.69
M309,4,IEO,3,0,0,1,0,0,0,0,,no,yes,yes,no,no,5,119,ES,34.8,268,5,Cb,13.9,R,43.45,-3.35
M310,4,DTU,4,0,2,1,0,0,0,0,,no,yes,yes,no,no,8,119,ES,37.5,389,5,Cb,39.2,R,43.45,-3.35
M311,4,IMR,3,0,2,0,0,0,0,0,White holes in the tissue,no,yes,yes,no,no,4,119,ES,35.4,315,5,Cb,17,R,43.45,-3.35
M312,4,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,3,119,ES,37,347,5,Cb,20.3,R,43.45,-3.35
M313,4,AZTI,4,0,0,1,0,0,0,0,POF2,no,yes,yes,no,no,,119,ES,38.5,362,5,Cb,23.1,R,43.45,-3.35
M314,4,IEO,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,6,119,ES,38.3,382,5,Cb,25.9,R,43.45,-3.35
M315,4,DTU,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,5,119,ES,35.4,297.0,5,Cb,20.9,R,43.45,-3.35
M316,4,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,119,ES,35.9,312,5,Cb,18.3,R,43.45,-3.35
M317,4,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,8,119,ES,40.1,445,5,Cb,34.8,R,43.45,-3.35
M318,4,AZTI,4,0,0,1,0,0,0,0,POF6,no,yes,yes,no,no,12,119,ES,39.2,431,5,Cb,30,R,43.45,-3.35
M319,4,IEO,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,4,119,ES,35.2,302,4,Ca,23,R,43.45,-3.35
M320,4,DTU,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,8,119,ES,38.2,378,4,Ca,23.1,R,43.45,-3.35
M321,4,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,7,119,ES,37.4,373,5,Cb,35.7,R,43.45,-3.35
M322,4,WMR,4,0,0,0,0,0,0,0,bad quality tissue  ,yes,no,no,no,no,6,119,ES,35.3,295,5,Cb,18.6,R,43.45,-3.35
M323,4,AZTI,5,1,1,1,0,0,0,0,POF5,no,yes,yes,no,no,9,119,ES,38.8,438,5,Cb,47.2,R,43.45,-3.35
M324,4,IEO,2,0,0,1,0,0,0,0,A lot of old atresia.,no,yes,no,no,no,4,119,ES,35.5,309,6,Da,3.7,R,43.45,-3.35
M325,4,DTU,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,4,119,ES,36,307,5,Cb,18.4,R,43.45,-3.35
M326,4,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,4,119,ES,35.4,306,5,Cb,16.1,R,43.45,-3.35
M327,4,WMR,2,0,0,0,0,0,0,0,,no,no,no,no,no,10,119,ES,38.7,375,5,Cb,11.6,R,43.45,-3.35
M328,4,AZTI,4,0,0,1,0,0,0,0,POF7,no,yes,yes,no,no,5,119,ES,34.9,297,5,Cb,23.3,R,43.45,-3.35
M329,4,IEO,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,5,119,ES,35.3,293,4,Ca,12.9,R,43.45,-3.35
M330,4,DTU,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,9,119,ES,39.3,399,5,Cb,26.6,R,43.45,-3.35
M331,4,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,5,119,ES,37.3,342,5,Cb,14.1,R,43.45,-3.35
M332,4,WMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,7,119,ES,36.7,372,5,Cb,21.6,R,43.45,-3.35
M333,4,AZTI,4,0,2,1,0,0,0,0,POF7,no,yes,yes,no,no,3,119,ES,34.5,271,5,Cb,14.8,R,43.45,-3.35
M334,4,IEO,3,0,2,1,0,0,0,0,,no,yes,yes,no,no,6,119,ES,36.9,332,4,Ca,18.4,R,43.45,-3.35
M335,4,DTU,4,0,2,1,0,0,0,0,Late atresia,no,yes,yes,no,no,6,119,ES,38.1,367,4,Ca,36.3,R,43.45,-3.35
M336,4,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,119,ES,35.8,342,5,Cb,30.5,R,43.45,-3.35
M337,4,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,7,119,ES,37.5,362,5,Cb,16.4,R,43.45,-3.35
M338,4,AZTI,5,2,0,1,0,0,0,0,POF4,no,yes,yes,no,yes,8,119,ES,37.9,365,4,Ca,31.8,R,43.45,-3.35
M339,4,IEO,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,,119,ES,38.8,422,4,Ca,31.4,R,43.45,-3.35
M340,4,DTU,5,3,1,1,0,0,1,0,Many Hyd 3,no,yes,yes,yes,no,11,119,ES,40.2,432,4,Ca,38.1,R,43.45,-3.35
M341,4,IMR,5,2,3,1,0,0,0,0,,no,yes,yes,no,no,5,119,ES,35.9,334,4,Ca,20.5,R,43.45,-3.35
M342,4,WMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,8,119,ES,38,374,4,Ca,18.2,R,43.45,-3.35
M343,4,AZTI,5,3,1,1,0,0,0,0,POF4,no,yes,yes,no,no,8,119,ES,37.9,361,4,Ca,24.1,R,43.45,-3.35
M344,4,IEO,4,0,1,1,0,0,0,0,Numerous hyaline eggs in the central lumen.,no,yes,yes,no,no,4,119,ES,33.8,286,4,Ca,27.6,R,43.45,-3.35
M345,4,DTU,5,3,1,1,0,0,0,0,Many Hyd 3,no,yes,yes,no,no,6,119,ES,37.2,322,4,Ca,27.3,D,43.45,-3.35
M346,4,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,6,119,ES,37.4,361,4,Ca,29.3,D,43.45,-3.35
M347,4,WMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,11,119,ES,41.8,533,4,Ca,56.7,D,43.45,-3.35
M348,4,AZTI,5,1,0,1,0,0,0,0,POF2,no,yes,yes,no,no,10,119,ES,39.1,407,5,Cb,17.6,R,43.53,-2.53
M349,4,IEO,3,0,0,1,0,0,0,0,A lot of old atresia.,no,yes,yes,no,no,11,119,ES,39.3,366,5,Cb,9.4,R,43.53,-2.53
M350,4,DTU,5,3,1,1,0,0,0,0,Many Hyd 3,no,yes,yes,no,no,6,119,ES,37.1,335.0,4,Ca,20.8,R,43.53,-2.53
M351,4,IMR,1,0,0,0,0,0,0,0,,no,no,no,no,no,6,119,ES,37.2,326,6,Da,3,R,43.53,-2.53
M352,4,WMR,2,0,0,0,0,0,0,0,,no,no,no,no,no,12,119,ES,39.3,389,5,Cb,9.5,R,43.53,-2.53
M353,4,AZTI,2,0,0,1,1,1,1,0,POF6,no,yes,no,no,no,6,119,ES,37.7,338,6,Da,6.8,R,43.53,-2.53
M354,4,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,8,119,ES,37.8,367,5,Cb,19.5,R,43.53,-2.53
M355,4,DTU,4,0,0,1,0,0,0,0,Late atresia,no,yes,yes,no,no,11,119,ES,38.9,403,5,Cb,19,R,43.53,-2.53
M356,4,IMR,2,0,0,0,0,0,0,0,White holes in the tissue,no,no,no,no,no,9,119,ES,40,418,5,Cb,6.9,R,43.53,-2.53
M357,4,WMR,5,2,0,0,0,0,1,0,,no,yes,yes,yes,yes,7,119,ES,38.5,407,4,Ca,38.1,R,43.53,-2.53
M358,4,AZTI,1,0,2,1,0,0,0,0,POF7,no,yes,no,no,no,6,119,ES,38.9,373,6,Da,4.9,R,43.53,-2.53
M359,4,IEO,1,0,2,0,1,0,0,0,,no,yes,no,no,no,6,119,ES,36.6,344,6,Da,3.6,R,43.53,-2.53
M360,4,DTU,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,10,119,ES,39.4,409,5,Cb,23.5,R,43.53,-2.53
M361,4,IMR,2,0,0,0,0,0,0,0,White holes in the tissue,no,no,no,no,no,6,119,ES,36.5,307,5,Cb,4.8,R,43.53,-2.53
M362,4,WMR,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,10,119,ES,39.4,402,4,Ca,27.3,R,43.53,-2.53
M363,4,AZTI,5,3,0,1,0,0,0,0,POF4,no,yes,yes,no,yes,6,119,ES,39.2,408,4,Ca,34,R,43.53,-2.53
M364,4,IEO,4,0,2,1,0,0,0,0,,no,yes,yes,no,no,9,119,ES,39.5,418,5,Cb,21.4,R,43.53,-2.53
M365,4,DTU,2,0,0,0,0,1,1,0,Late atresia. Spawning ended,no,no,no,no,no,7,119,ES,38,344,5,Cb,5.7,R,43.53,-2.53
M366,4,IMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,7,119,ES,38.9,404,5,Cb,20.6,R,43.53,-2.53
M367,4,WMR,5,2,0,0,0,0,0,0,?Late Hydr?,no,yes,yes,no,yes,9,119,ES,39.4,413,4,Ca,19.7,R,43.53,-2.53
M368,4,AZTI,4,0,0,1,0,0,0,0,POF7,no,yes,yes,no,no,4,119,ES,36.8,320,5,Cb,11.3,R,43.53,-2.53
M369,4,IEO,5,1,0,1,0,0,1,0,A lot of atresia. At the limit of massive atresia. Only one early alpha atresia.,no,yes,yes,yes,no,8,119,ES,38.8,360,5,Cb,11.7,R,43.53,-2.53
M370,4,DTU,5,3,0,0,0,0,1,0,,no,yes,yes,yes,yes,9,119,ES,38.8,408,4,Ca,13.6,R,43.53,-2.53
M371,4,IMR,2,0,2,0,0,0,0,0,,no,yes,no,no,no,9,119,ES,38.6,392,5,Cb,6.6,R,43.53,-2.53
M372,4,WMR,5,2,1,0,0,0,0,0,,no,yes,yes,no,no,6,119,ES,37.4,342,5,Cb,5.5,R,43.53,-2.53
M373,4,AZTI,1,0,2,1,0,0,0,0,POF7,no,yes,no,no,no,10,119,ES,38.1,348,6,Da,4.7,R,43.53,-2.53
M374,4,IEO,3,0,0,1,0,0,0,0,A lot of old atresia.,no,yes,yes,no,no,9,119,ES,38.7,391,5,Cb,19,R,43.53,-2.53
M375,4,DTU,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,8,119,ES,38.9,392,5,Cb,20.4,R,43.53,-2.53
M376,4,IMR,3,0,0,0,0,1,1,0,,no,no,no,no,no,12,119,ES,41.7,469,5,Cb,13,R,43.53,-2.53
M377,4,WMR,2,0,0,0,0,1,0,0,,no,no,no,no,no,11,119,ES,39.2,458,6,Da,6,R,43.53,-2.53
M378,4,AZTI,5,3,0,1,0,0,0,0,POF5,no,yes,yes,no,yes,7,119,ES,37.7,335,4,Ca,19,R,43.53,-2.53
M379,4,IEO,5,3,0,1,0,1,1,0,,no,yes,no,no,no,8,119,ES,37.3,343,4,Ca,10.7,R,43.53,-2.53
M380,4,DTU,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,8,119,ES,38.9,381,4,Ca,30.2,D,43.53,-2.53
M381,4,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,9,119,ES,40.7,448,4,Ca,44.6,D,43.53,-2.53
M382,4,WMR,3,0,0,1,0,0,0,0,,no,yes,yes,no,no,12,119,ES,40.2,427,4,Ca,16.4,D,43.53,-2.53
M383,4,AZTI,5,2,0,1,0,0,0,0,POF5,no,yes,yes,no,yes,10,119,ES,39.7,444,4,Ca,34.7,D,43.53,-2.53
M384,4,IEO,5,3,0,1,0,1,1,0,,no,yes,no,no,no,12,119,ES,40.3,422,4,Ca,14.1,D,43.53,-2.53
M385,4,DTU,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,4,119,ES,35.4,286,4,Ca,16.4,D,43.53,-2.53
M386,4,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,8,119,ES,38.3,387,4,Ca,37.7,D,43.53,-2.53
M396,4,IMR,5,1,1,0,0,0,0,0,,no,yes,yes,no,no,,,ES,39.1,397,4,Ca,21.2,R,43.43,-4.69
O001,2,IMR,2,0,0,0,0,0,0,0,Lot of beta atresia ,no,no,no,no,no,,28,PT,27.4,130,5,,1.89,R,36.915,-7.1967
O002,2,WMR,2,0,0,0,0,0,0,0,,no,no,no,no,no,,28,PT,27.5,130,5,,1.51,R,36.915,-7.1967
O003,2,AZTI,2,0,0,0,0,0,1,0,,no,no,no,no,no,,28,PT,26.3,126,5,,2.2,R,36.915,-7.1967
O004,2,IEO,2,0,0,0,0,0,0,0,,no,no,no,no,no,,28,PT,26.4,132,5,,1.62,R,36.915,-7.1967
O005,2,DTU,2,0,0,0,0,0,0,0,Late atresia,no,no,no,no,no,,28,PT,26,112,5,,11.08,R,36.915,-7.1967
O006,2,IMR,3,0,0,0,0,0,0,0,Lot of beta atresia,yes,no,no,no,no,,28,PT,27.2,130,5,,3.08,R,36.915,-7.1967
O007,2,WMR,3,0,0,0,0,0,0,0,Old atresia in sample,yes,no,no,no,no,,28,PT,27.6,136,5,,4.16,R,36.915,-7.1967
O008,2,AZTI,2,0,0,0,0,0,0,0,,no,no,no,no,no,,28,PT,27.3,130,5,,2.06,R,36.915,-7.1967
O009,2,IEO,2,0,0,0,0,0,0,0,,no,no,no,no,no,,28,PT,27.2,130,5,,2.87,R,36.915,-7.1967
O010,2,DTU,2,0,0,0,0,0,0,0,,no,no,no,no,no,,28,PT,28.7,170,5,,4.01,R,36.915,-7.1967
O011,2,IMR,3,0,0,0,0,0,1,0,,yes,no,no,no,no,,28,PT,28.1,160,5,,4.44,R,36.915,-7.1967
O012,2,WMR,2,0,0,1,0,0,0,0,,no,yes,no,no,no,,28,PT,28.9,172,5,,6.83,R,36.915,-7.1967
O013,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,,28,PT,29.5,194,5,,6.55,R,36.915,-7.1967
O014,2,IEO,3,0,0,0,0,0,0,0,,yes,no,no,no,no,,28,PT,29.4,172,5,,5.86,R,36.915,-7.1967
O015,2,DTU,3,0,0,1,0,0,1,0,,no,yes,yes,yes,no,,28,PT,33.6,322,5,,12.79,R,36.915,-7.1967
O016,2,IMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,,33,PT,25.3,118,5,,7.72,R,37.9683,-8.9833
O017,2,WMR,3,0,0,0,0,0,1,0,,yes,no,no,no,no,,33,PT,26.5,137,5,,5.02,R,37.9683,-8.9833
O018,2,AZTI,3,0,0,0,0,0,0,0,,yes,no,no,no,no,,33,PT,26.6,131,5,,7.99,R,37.9683,-8.9833
O019,2,IEO,2,0,0,0,0,0,1,0,,no,no,no,no,no,,33,PT,26.5,138,5,,3.23,R,37.9683,-8.9833
O020,2,DTU,2,0,0,1,0,0,1,0,Late atresia,no,yes,no,no,no,,33,PT,26.6,136,5,,3.07,R,37.9683,-8.9833
O021,2,IMR,5,1,1,1,0,0,0,0,pof 3,no,yes,yes,no,no,,39,PT,27.7,172,5,,15.22,R,40.18,-9.4117
O022,2,WMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,,43,PT,26.5,134,5,,10.8,R,41.6317,-8.975
O023,2,AZTI,4,0,0,1,0,0,0,0,POF1,no,yes,yes,no,no,,43,PT,26.8,130,5,,7.01,R,41.6317,-8.975
O024,2,IEO,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,,43,PT,26.3,136,5,,8.59,R,41.6317,-8.975
O025,2,DTU,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,,43,PT,27.5,154,5,,14.94,R,41.6317,-8.975
O026,2,IMR,5,1,0,1,0,0,0,0,pof4,no,yes,yes,no,no,,43,PT,27.2,142,5,,7.13,R,41.6317,-8.975
O027,2,WMR,3,0,0,0,0,0,0,0,,yes,no,no,no,no,,43,PT,27.3,130,5,,3.87,R,41.6317,-8.975
O028,2,AZTI,4,0,0,1,0,0,0,0,POF1,no,yes,yes,no,no,,43,PT,27.2,130,5,,6.49,R,41.6317,-8.975
O029,2,IEO,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,,43,PT,27.7,152,5,,9.05,R,41.6317,-8.975
O030,2,DTU,1,0,0,0,0,0,0,0,,no,no,no,no,no,,43,PT,27.5,136,6,,0.7,R,41.6317,-8.975
O031,2,IMR,5,1,1,1,0,0,0,0,pof 3,no,yes,yes,no,no,,43,PT,27.6,158,5,,12.58,R,41.6317,-8.975
O032,2,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,,43,PT,27,130,5,,8.11,R,41.6317,-8.975
O033,2,AZTI,4,0,0,1,0,0,0,0,POF3,no,yes,yes,no,no,,47,PT,26.9,145,5,,8.4,R,42.695,-9.3767
O034,2,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,,47,PT,26.9,203,5,,17.97,R,42.695,-9.3767
O035,2,DTU,3,0,0,0,0,0,0,0,,yes,no,no,no,no,,47,PT,26.4,173,5,,11.92,R,42.695,-9.3767
O036,2,IMR,4,0,0,0,0,0,0,0,Lot of beta atresia pof 5,yes,no,no,no,no,,47,PT,26.8,174,5,,13.24,R,42.695,-9.3767
O037,2,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,,47,PT,27.2,162,5,,11.33,R,42.695,-9.3767
O038,2,AZTI,2,0,0,0,0,0,1,0,,no,no,no,no,no,,47,PT,27.4,163,5,,4.6,R,42.695,-9.3767
O039,2,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,,47,PT,27.6,181,5,,16.65,R,42.695,-9.3767
